Availability;Caption;ClassGuid;CompatibleID;ConfigManagerErrorCode;ConfigManagerUserConfig;CreationClassName;Description;DeviceID;ErrorCleared;ErrorDescription;HardwareID;InstallDate;LastErrorCode;Manufacturer;Name;PNPClass;PNPDeviceID;PowerManagementCapabilities;PowerManagementSupported;Present;Service;Status;StatusInfo;SystemCreationClassName;SystemName
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\0;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\1;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\1;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\2;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\2;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Hauptplatinenressourcen;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hauptplatinenressourcen;ACPI\PNP0C02\5;"";"";{ACPI\VEN_PNP&DEV_0C02, ACPI\PNP0C02, *PNP0C02};"";"";(Standardsystemgeräte);Hauptplatinenressourcen;System;ACPI\PNP0C02\5;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Eingebetteter, Microsoft ACPI-konformer Controller;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Eingebetteter, Microsoft ACPI-konformer Controller;ACPI\PNP0C09\1;"";"";{ACPI\VEN_PNP&DEV_0C09, ACPI\PNP0C09, *PNP0C09};"";"";(Standardsystemgeräte);Eingebetteter, Microsoft ACPI-konformer Controller;System;ACPI\PNP0C09\1;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";DELL U2515H(HDMI2);{4d36e96e-e325-11ce-bfc1-08002be10318};{*PNP09FF};0;False;Win32_PnPEntity;DELL U2515H(HDMI2);DISPLAY\DELD072\4&2706F5B0&0&UID198195;"";"";{MONITOR\DELD072};"";"";Dell Inc.;DELL U2515H(HDMI2);Monitor;DISPLAY\DELD072\4&2706F5B0&0&UID198195;"";"";True;monitor;OK;"";Win32_ComputerSystem;NUC
"";ACPI-Lüfter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Lüfter;ACPI\PNP0C0B\0;"";"";{ACPI\VEN_PNP&DEV_0C0B, ACPI\PNP0C0B, *PNP0C0B};"";"";(Standardsystemgeräte);ACPI-Lüfter;System;ACPI\PNP0C0B\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Lüfter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Lüfter;ACPI\PNP0C0B\1;"";"";{ACPI\VEN_PNP&DEV_0C0B, ACPI\PNP0C0B, *PNP0C0B};"";"";(Standardsystemgeräte);ACPI-Lüfter;System;ACPI\PNP0C0B\1;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Lüfter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Lüfter;ACPI\PNP0C0B\2;"";"";{ACPI\VEN_PNP&DEV_0C0B, ACPI\PNP0C0B, *PNP0C0B};"";"";(Standardsystemgeräte);ACPI-Lüfter;System;ACPI\PNP0C0B\2;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Lüfter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Lüfter;ACPI\PNP0C0B\3;"";"";{ACPI\VEN_PNP&DEV_0C0B, ACPI\PNP0C0B, *PNP0C0B};"";"";(Standardsystemgeräte);ACPI-Lüfter;System;ACPI\PNP0C0B\3;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Lüfter;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Lüfter;ACPI\PNP0C0B\4;"";"";{ACPI\VEN_PNP&DEV_0C0B, ACPI\PNP0C0B, *PNP0C0B};"";"";(Standardsystemgeräte);ACPI-Lüfter;System;ACPI\PNP0C0B\4;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Prozessoraggregator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Prozessoraggregator;ACPI\ACPI000C\2&DABA3FF&0;"";"";{ACPI\VEN_ACPI&DEV_000C, ACPI\ACPI000C, *ACPI000C};"";"";(Standardsystemgeräte);ACPI-Prozessoraggregator;System;ACPI\ACPI000C\2&DABA3FF&0;"";"";True;acpipagr;OK;"";Win32_ComputerSystem;NUC
"";Stammdruckwarteschlange;{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\PRINTQUEUES;"";"";{PRINTENUM\LocalPrintQueue};"";"";Microsoft;Stammdruckwarteschlange;PrintQueue;SWD\PRINTENUM\PRINTQUEUES;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";PCI Standard-RAM-Controller;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DEF&REV_30, PCI\VEN_8086&DEV_9DEF, PCI\VEN_8086&CC_050000, PCI\VEN_8086&CC_0500, PCI\VEN_8086, PCI\CC_050000, PCI\CC_0500};0;False;Win32_PnPEntity;PCI Standard-RAM-Controller;PCI\VEN_8086&DEV_9DEF&SUBSYS_20748086&REV_30\3&11583659&0&A2;"";"";{PCI\VEN_8086&DEV_9DEF&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DEF&SUBSYS_20748086, PCI\VEN_8086&DEV_9DEF&CC_050000, PCI\VEN_8086&DEV_9DEF&CC_0500};"";"";(Standardsystemgeräte);PCI Standard-RAM-Controller;System;PCI\VEN_8086&DEV_9DEF&SUBSYS_20748086&REV_30\3&11583659&0&A2;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) SPI (flash) Controller - 9DA4;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DA4&REV_30, PCI\VEN_8086&DEV_9DA4, PCI\VEN_8086&CC_0C8000, PCI\VEN_8086&CC_0C80, PCI\VEN_8086, PCI\CC_0C8000, PCI\CC_0C80};0;False;Win32_PnPEntity;Intel(R) SPI (flash) Controller - 9DA4;PCI\VEN_8086&DEV_9DA4&SUBSYS_20748086&REV_30\3&11583659&0&FD;"";"";{PCI\VEN_8086&DEV_9DA4&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DA4&SUBSYS_20748086, PCI\VEN_8086&DEV_9DA4&CC_0C8000, PCI\VEN_8086&DEV_9DA4&CC_0C80};"";"";INTEL;Intel(R) SPI (flash) Controller - 9DA4;System;PCI\VEN_8086&DEV_9DA4&SUBSYS_20748086&REV_30\3&11583659&0&FD;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Volume-Manager;{4d36e97d-e325-11ce-bfc1-08002be10318};{DETECTEDInternal\volmgr, DETECTED\volmgr};0;False;Win32_PnPEntity;Volume-Manager;ROOT\VOLMGR\0000;"";"";{ROOT\VOLMGR};"";"";Microsoft;Volume-Manager;System;ROOT\VOLMGR\0000;"";"";True;volmgr;OK;"";Win32_ComputerSystem;NUC
"";WAN Miniport (PPPOE);{4d36e972-e325-11ce-bfc1-08002be10318};{SWD\Generic};0;False;Win32_PnPEntity;WAN-Miniport (PPPOE);SWD\MSRRAS\MS_PPPOEMINIPORT;"";"";{ms_pppoeminiport};"";"";Microsoft;WAN Miniport (PPPOE);Net;SWD\MSRRAS\MS_PPPOEMINIPORT;"";"";True;RasPppoe;OK;"";Win32_ComputerSystem;NUC
"";USB-Verbundgerät;{36fc9e60-c465-11cf-8056-444553540000};{USB\DevClass_00&SubClass_00&Prot_00, USB\DevClass_00&SubClass_00, USB\DevClass_00, USB\COMPOSITE};0;False;Win32_PnPEntity;USB-Verbundgerät;USB\VID_045E&PID_0750\5&2EC8F72A&0&2;"";"";{USB\VID_045E&PID_0750&REV_0110, USB\VID_045E&PID_0750};"";"";(Standard-USB-Hostcontroller);USB-Verbundgerät;USB;USB\VID_045E&PID_0750\5&2EC8F72A&0&2;"";"";True;usbccgp;OK;"";Win32_ComputerSystem;NUC
"";USB-Root-Hub (USB 3.0);{36fc9e60-c465-11cf-8056-444553540000};"";0;False;Win32_PnPEntity;USB-Root-Hub (USB 3.0);USB\ROOT_HUB30\7&21EB7767&0&0;"";"";{USB\ROOT_HUB30&VID8086&PID15DB&REV0002, USB\ROOT_HUB30&VID8086&PID15DB, USB\ROOT_HUB30};"";"";(Standardmäßige USB-HUBs);USB-Root-Hub (USB 3.0);USB;USB\ROOT_HUB30\7&21EB7767&0&0;"";"";True;USBHUB3;OK;"";Win32_ComputerSystem;NUC
"";Remotedesktoptastatur;{4d36e96b-e325-11ce-bfc1-08002be10318};{TI_COMPAT_DEVICE};0;False;Win32_PnPEntity;Remotedesktoptastatur;TERMINPUT_BUS\UMB\2&2C22BCC9&0&SESSION2KEYBOARD0;"";"";{TS_INPT\TS_KBD};"";"";(Standardsystemgeräte);Remotedesktoptastatur;Keyboard;TERMINPUT_BUS\UMB\2&2C22BCC9&0&SESSION2KEYBOARD0;"";"";True;terminpt;OK;"";Win32_ComputerSystem;NUC
"";HID-Tastatur;{4d36e96b-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;HID-Tastatur;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL01\3&258C3FBC&0&0000;"";"";{HID\VID_FFFF&PID_BACE&REV_0002&MI_00&Col01, HID\VID_FFFF&PID_BACE&MI_00&Col01, HID\VID_FFFF&UP:0001_U:0006, HID_DEVICE_SYSTEM_KEYBOARD, HID_DEVICE_UP:0001_U:0006, HID_DEVICE};"";"";(Standardtastaturen);HID-Tastatur;Keyboard;HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL01\3&258C3FBC&0&0000;"";"";True;kbdhid;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Basic Display Driver;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Basic Display Driver;ROOT\BASICDISPLAY\0000;"";"";{ROOT\BasicDisplay};"";"";(Standardgrafikkartentypen);Microsoft Basic Display Driver;System;ROOT\BASICDISPLAY\0000;"";"";True;BasicDisplay;OK;"";Win32_ComputerSystem;NUC
"";Fortemedia SAMSoft Effects Component;{5c4c3332-344d-483c-8739-259e934c9cc8};{SWC\Generic, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Fortemedia Audio Effects Component;SWD\DRIVERENUM\{86F65302-34A5-441C-8E16-C05C2D9E6151}#FMAPO&5&1C39BCDF&0;"";"";{SWC\VEN_1319&AID_0001};"";"";Fortemedia;Fortemedia SAMSoft Effects Component;SoftwareComponent;SWD\DRIVERENUM\{86F65302-34A5-441C-8E16-C05C2D9E6151}#FMAPO&5&1C39BCDF&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Microsoft Bluetooth-Auflistung;{e0cbf06c-cd8b-4647-bb8a-263b43f0f974};"";0;False;Win32_PnPEntity;Microsoft Bluetooth-Auflistung;BTH\MS_BTHBRB\6&2776B02B&0&1;"";"";{BTH\MS_BTHBRB};"";"";Microsoft;Microsoft Bluetooth-Auflistung;Bluetooth;BTH\MS_BTHBRB\6&2776B02B&0&1;"";"";True;BthEnum;OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) Gaussian Mixture Model - 1911;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_1911&REV_00, PCI\VEN_8086&DEV_1911, PCI\VEN_8086&CC_088000, PCI\VEN_8086&CC_0880, PCI\VEN_8086, PCI\CC_088000, PCI\CC_0880};0;False;Win32_PnPEntity;Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) Gaussian Mixture Model - 1911;PCI\VEN_8086&DEV_1911&SUBSYS_20748086&REV_00\3&11583659&0&40;"";"";{PCI\VEN_8086&DEV_1911&SUBSYS_20748086&REV_00, PCI\VEN_8086&DEV_1911&SUBSYS_20748086, PCI\VEN_8086&DEV_1911&CC_088000, PCI\VEN_8086&DEV_1911&CC_0880};"";"";INTEL;Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) Gaussian Mixture Model - 1911;System;PCI\VEN_8086&DEV_1911&SUBSYS_20748086&REV_00\3&11583659&0&40;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";USB-Eingabegerät;{745a17a0-74d3-11d0-b6fe-00a0c90f57da};{USB\Class_03&SubClass_00&Prot_00, USB\Class_03&SubClass_00, USB\Class_03};0;False;Win32_PnPEntity;USB-Eingabegerät;USB\VID_045E&PID_0750&MI_01\6&1DDD416B&0&0001;"";"";{USB\VID_045E&PID_0750&REV_0110&MI_01, USB\VID_045E&PID_0750&MI_01};"";"";(Standardsystemgeräte);USB-Eingabegerät;HIDClass;USB\VID_045E&PID_0750&MI_01\6&1DDD416B&0&0001;"";"";True;HidUsb;OK;"";Win32_ComputerSystem;NUC
"";ACPI-Energiezustandknopf;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Energiezustandknopf;ACPI\PNP0C0E\2&DABA3FF&0;"";"";{ACPI\VEN_PNP&DEV_0C0E, ACPI\PNP0C0E, *PNP0C0E};"";"";(Standardsystemgeräte);ACPI-Energiezustandknopf;System;ACPI\PNP0C0E\2&DABA3FF&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Graphics Control Panel;{5c4c3332-344d-483c-8739-259e934c9cc8};{SWC\Generic, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Intel(R) Graphics Control Panel;SWD\DRIVERENUM\CUI&4&2706F5B0&0;"";"";{SWC\100.8681_VEN8086_GFXUI};"";"";Intel Corporation;Intel(R) Graphics Control Panel;SoftwareComponent;SWD\DRIVERENUM\CUI&4&2706F5B0&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";VirtualBox Host-Only Ethernet Adapter;{4d36e972-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;VirtualBox Host-Only Ethernet Adapter;ROOT\NET\0000;"";"";{sun_vboxnetadp};"";"";Oracle Corporation;VirtualBox Host-Only Ethernet Adapter;Net;ROOT\NET\0000;"";"";True;VBoxNetAdp;OK;"";Win32_ComputerSystem;NUC
"";ACPI-Thermozone;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Thermozone;ACPI\THERMALZONE\TZ00;"";"";{ACPI\ThermalZone, *ThermalZone};"";"";(Standardsystemgeräte);ACPI-Thermozone;System;ACPI\THERMALZONE\TZ00;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";ACPI-Thermozone;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;ACPI-Thermozone;ACPI\THERMALZONE\TZ0_;"";"";{ACPI\ThermalZone, *ThermalZone};"";"";(Standardsystemgeräte);ACPI-Thermozone;System;ACPI\THERMALZONE\TZ0_;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";UMBusenumerator;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;UMBusenumerator;UMB\UMB\1&841921D&0&TERMINPUT_BUS;"";"";{UMB\UMBUS};"";"";Microsoft;UMBusenumerator;System;UMB\UMB\1&841921D&0&TERMINPUT_BUS;"";"";True;umbus;OK;"";Win32_ComputerSystem;NUC
"";Microsoft RRAS Root Enumerator;{62f9c741-b25a-46ce-b54c-9bccce08b6f2};{SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Generisches Softwaregerät;SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0};"";"";"";"";"";Microsoft;Microsoft RRAS Root Enumerator;SoftwareDevice;SWD\MSRRAS\{5E259276-BC7E-40E3-B93B-8F89B5F3ABC0};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Microsoft Windows-Verwaltungsschnittstelle für ACPI;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Windows-Verwaltungsschnittstelle für ACPI;ACPI\PNP0C14\0;"";"";{ACPI\VEN_PNP&DEV_0C14, ACPI\PNP0C14, *PNP0C14};"";"";Microsoft;Microsoft Windows-Verwaltungsschnittstelle für ACPI;System;ACPI\PNP0C14\0;"";"";True;WmiAcpi;OK;"";Win32_ComputerSystem;NUC
"";HID-konformes Benutzersteuergerät;{745a17a0-74d3-11d0-b6fe-00a0c90f57da};"";0;False;Win32_PnPEntity;HID-konformes Benutzersteuergerät;HID\VID_045E&PID_0750&MI_01&COL01\7&35502081&0&0000;"";"";{HID\VID_045E&PID_0750&REV_0110&MI_01&Col01, HID\VID_045E&PID_0750&MI_01&Col01, HID\VID_045E&UP:000C_U:0001, HID_DEVICE_SYSTEM_CONSUMER, HID_DEVICE_UP:000C_U:0001, HID_DEVICE};"";"";Microsoft;HID-konformes Benutzersteuergerät;HIDClass;HID\VID_045E&PID_0750&MI_01&COL01\7&35502081&0&0000;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Management Engine Interface ;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_9DE0&REV_30, PCI\VEN_8086&DEV_9DE0, PCI\VEN_8086&CC_078000, PCI\VEN_8086&CC_0780, PCI\VEN_8086, PCI\CC_078000, PCI\CC_0780};0;False;Win32_PnPEntity;Intel(R) Management Engine Interface ;PCI\VEN_8086&DEV_9DE0&SUBSYS_20748086&REV_30\3&11583659&0&B0;"";"";{PCI\VEN_8086&DEV_9DE0&SUBSYS_20748086&REV_30, PCI\VEN_8086&DEV_9DE0&SUBSYS_20748086, PCI\VEN_8086&DEV_9DE0&CC_078000, PCI\VEN_8086&DEV_9DE0&CC_0780};"";"";Intel;Intel(R) Management Engine Interface ;System;PCI\VEN_8086&DEV_9DE0&SUBSYS_20748086&REV_30\3&11583659&0&B0;"";"";True;MEIx64;OK;"";Win32_ComputerSystem;NUC
"";Downstream-Switchport für PCI-Express;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_15DA&REV_02, PCI\VEN_8086&DEV_15DA, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_6, PCI\CC_060400, PCI\CC_0604&DT_6, PCI\CC_0604, PCI\CC_0C0A};0;False;Win32_PnPEntity;Downstream-Switchport für PCI-Express;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020000;"";"";{PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02, PCI\VEN_8086&DEV_15DA&SUBSYS_20748086, PCI\VEN_8086&DEV_15DA&CC_060400, PCI\VEN_8086&DEV_15DA&CC_0604};"";"";(Standardsystemgeräte);Downstream-Switchport für PCI-Express;System;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020000;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";Downstream-Switchport für PCI-Express;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_15DA&REV_02, PCI\VEN_8086&DEV_15DA, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_6, PCI\CC_060400, PCI\CC_0604&DT_6, PCI\CC_0604, PCI\CC_0C0A};0;False;Win32_PnPEntity;Downstream-Switchport für PCI-Express;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020008;"";"";{PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02, PCI\VEN_8086&DEV_15DA&SUBSYS_20748086, PCI\VEN_8086&DEV_15DA&CC_060400, PCI\VEN_8086&DEV_15DA&CC_0604};"";"";(Standardsystemgeräte);Downstream-Switchport für PCI-Express;System;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020008;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";Downstream-Switchport für PCI-Express;{4d36e97d-e325-11ce-bfc1-08002be10318};{PCI\VEN_8086&DEV_15DA&REV_02, PCI\VEN_8086&DEV_15DA, PCI\VEN_8086&CC_060400, PCI\VEN_8086&CC_0604, PCI\VEN_8086, PCI\CC_060400&DT_6, PCI\CC_060400, PCI\CC_0604&DT_6, PCI\CC_0604, PCI\CC_0C0A};0;False;Win32_PnPEntity;Downstream-Switchport für PCI-Express;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020010;"";"";{PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02, PCI\VEN_8086&DEV_15DA&SUBSYS_20748086, PCI\VEN_8086&DEV_15DA&CC_060400, PCI\VEN_8086&DEV_15DA&CC_0604};"";"";(Standardsystemgeräte);Downstream-Switchport für PCI-Express;System;PCI\VEN_8086&DEV_15DA&SUBSYS_20748086&REV_02\24F5D48923B3020010;"";"";True;pci;OK;"";Win32_ComputerSystem;NUC
"";WAN Miniport (PPTP);{4d36e972-e325-11ce-bfc1-08002be10318};{SWD\Generic};0;False;Win32_PnPEntity;WAN-Miniport (PPTP);SWD\MSRRAS\MS_PPTPMINIPORT;"";"";{ms_pptpminiport};"";"";Microsoft;WAN Miniport (PPTP);Net;SWD\MSRRAS\MS_PPTPMINIPORT;"";"";True;PptpMiniport;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Print to PDF;{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{63EC4E11-1456-4B8C-8DB2-7C1D5FEE404F};"";"";{PRINTENUM\{084f01fa-e634-4d77-83ee-074817c03581}, PRINTENUM\LocalPrintQueue, {084f01fa-e634-4d77-83ee-074817c03581}};"";"";Microsoft;Microsoft Print to PDF;PrintQueue;SWD\PRINTENUM\{63EC4E11-1456-4B8C-8DB2-7C1D5FEE404F};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Intel(R) Display-Audio;{4d36e96c-e325-11ce-bfc1-08002be10318};{INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&REV_1000, INTELAUDIO\FUNC_01&VEN_8086&DEV_280B, INTELAUDIO\FUNC_01&VEN_8086, INTELAUDIO\FUNC_01};0;False;Win32_PnPEntity;Intel(R) Display-Audio;INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101&REV_1000\4&37A31CA1&0&0201;"";"";{INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101&REV_1000, INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101};"";"";Intel(R) Corporation;Intel(R) Display-Audio;MEDIA;INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101&REV_1000\4&37A31CA1&0&0201;"";"";True;IntcDAud;OK;"";Win32_ComputerSystem;NUC
"";Bluetooth Device (RFCOMM Protocol TDI);{e0cbf06c-cd8b-4647-bb8a-263b43f0f974};"";0;False;Win32_PnPEntity;Bluetooth Device (RFCOMM Protocol TDI);BTH\MS_RFCOMM\6&2776B02B&0&0;"";"";{BTH\MS_RFCOMM};"";"";Microsoft;Bluetooth Device (RFCOMM Protocol TDI);Bluetooth;BTH\MS_RFCOMM\6&2776B02B&0&0;"";"";True;RFCOMM;OK;"";Win32_ComputerSystem;NUC
"";Bluetooth Device (Personal Area Network);{4d36e972-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Bluetooth-Gerät (PAN);BTH\MS_BTHPAN\6&2776B02B&0&2;"";"";{BTH\MS_BTHPAN};"";"";Microsoft;Bluetooth Device (Personal Area Network);Net;BTH\MS_BTHPAN\6&2776B02B&0&2;"";"";True;BthPan;OK;"";Win32_ComputerSystem;NUC
"";Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;ROOT\VID\0000;"";"";{ROOT\VID};"";"";Microsoft;Microsoft Hyper-V-Virtualisierungsinfrastrukturtreiber;System;ROOT\VID\0000;"";"";True;Vid;OK;"";Win32_ComputerSystem;NUC
"";Hochpräzisionsereigniszeitgeber;{4d36e97d-e325-11ce-bfc1-08002be10318};"";0;False;Win32_PnPEntity;Hochpräzisionsereigniszeitgeber;ACPI\PNP0103\0;"";"";{ACPI\VEN_PNP&DEV_0103, ACPI\PNP0103, *PNP0103};"";"";(Standardsystemgeräte);Hochpräzisionsereigniszeitgeber;System;ACPI\PNP0103\0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Volume;{71a27cdd-812a-11d0-bec7-08002be2092f};"";0;False;Win32_PnPEntity;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000003B7DC00000;"";"";{STORAGE\Volume};"";"";Microsoft;Volume;Volume;STORAGE\VOLUME\{135CA7D5-5B58-11EB-9543-806E6F6E6963}#0000003B7DC00000;"";"";True;volume;OK;"";Win32_ComputerSystem;NUC
"";OneNote;{1ed2bbf9-11f0-4084-b21f-ad83a8e6dcdc};{GenPrintQueue, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Lokale Druckwarteschlange;SWD\PRINTENUM\{C97C1910-C9D6-49B2-8C30-E845469BC986};"";"";{PRINTENUM\{133619e4-143b-463a-b809-b1f51d05f973}, PRINTENUM\LocalPrintQueue, {133619e4-143b-463a-b809-b1f51d05f973}};"";"";Microsoft;OneNote;PrintQueue;SWD\PRINTENUM\{C97C1910-C9D6-49B2-8C30-E845469BC986};"";"";True;"";OK;"";Win32_ComputerSystem;NUC
"";Realtek Audio Effects Component;{5c4c3332-344d-483c-8739-259e934c9cc8};{SWC\Generic, SWD\GenericRaw, SWD\Generic};0;False;Win32_PnPEntity;Realtek Audio Effects Component;SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&5&1C39BCDF&0;"";"";{SWC\VEN_10EC&AID_0001};"";"";Realtek;Realtek Audio Effects Component;SoftwareComponent;SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKAPO&5&1C39BCDF&0;"";"";True;"";OK;"";Win32_ComputerSystem;NUC
